Char,Stroke,HD,Num-neighbor,C&B_raw,C&B_log
瑞,13,5.0,304.0,7937.0,3.9
伍,6,8.0,262.0,3454.0,3.54
殓,11,7.0,305.0,7.0,0.85
刃,3,6.0,305.0,265.0,2.42
柄,9,4.0,305.0,536.0,2.73
旬,6,8.0,219.0,46.0,1.66
尉,11,13.0,306.0,2212.0,3.34
颚,15,14.0,305.0,106.0,2.03
瘾,16,5.0,262.0,1372.0,3.14
令,5,2.0,306.0,12327.0,4.09
榻,14,9.0,305.0,31.0,1.49
鬟,23,,279.0,,
丐,4,,262.0,133.0,2.12
壤,20,2.0,260.0,194.0,2.29
卒,8,4.0,219.0,171.0,2.23
厦,12,4.0,305.0,414.0,2.62
腿,13,1.0,261.0,4983.0,3.7
郎,8,6.0,219.0,2267.0,3.36
婿,12,11.0,305.0,125.0,2.1
舟,6,5.0,278.0,321.0,2.51
艇,12,4.0,261.0,1110.0,3.05
川,3,3.0,278.0,777.0,2.89
丘,5,5.0,277.0,507.0,2.71
楂,13,,277.0,4.0,0.6
涧,10,,277.0,1.0,0.0
岭,8,2.0,262.0,104.0,2.02
峦,9,5.0,220.0,21.0,1.32
匠,6,5.0,305.0,535.0,2.73
戈,4,8.0,278.0,1792.0,3.25
忿,8,6.0,306.0,17.0,1.23
屑,10,14.0,306.0,331.0,2.52
帅,5,2.0,305.0,2850.0,3.45
疚,8,11.0,305.0,711.0,2.85
讧,5,8.0,219.0,39.0,1.59
帑,8,4.0,262.0,1.0,0.0
寸,3,2.0,305.0,1462.0,3.16
娩,10,,306.0,161.0,2.21
谊,10,37.0,306.0,944.0,2.97
噬,16,29.0,306.0,178.0,2.25
涯,11,5.0,221.0,684.0,2.84
坛,7,8.0,220.0,373.0,2.57
擎,16,3.0,220.0,762.0,2.88
扉,12,7.0,278.0,231.0,2.36
绪,11,11.0,305.0,2558.0,3.41
痒,11,4.0,262.0,636.0,2.8
巾,3,9.0,277.0,1435.0,3.16
肘,7,2.0,262.0,223.0,2.35
帕,8,2.0,305.0,3830.0,3.58
铐,11,3.0,304.0,768.0,2.89
癣,19,5.0,262.0,26.0,1.41
踭,13,,261.0,,
篷,16,9.0,220.0,687.0,2.84
屐,10,22.0,278.0,31.0,1.49
讷,6,1.0,305.0,29.0,1.46
筏,12,5.0,219.0,77.0,1.89
椿,13,2.0,277.0,52.0,1.72
桩,10,4.0,276.0,682.0,2.83
泵,9,4.0,305.0,165.0,2.22
缸,9,7.0,277.0,709.0,2.85
域,11,42.0,276.0,2003.0,3.3
痘,12,6.0,305.0,160.0,2.2
蛭,12,22.0,306.0,87.0,1.94
塔,12,1.0,261.0,6158.0,3.79
塘,13,12.0,220.0,193.0,2.29
槽,15,4.0,219.0,329.0,2.52
潭,15,8.0,220.0,94.0,1.97
獭,16,9.0,305.0,96.0,1.98
坝,7,4.0,307.0,185.0,2.27
炕,8,2.0,304.0,4.0,0.6
炬,8,15.0,306.0,449.0,2.65
焰,12,14.0,306.0,571.0,2.76
荫,9,4.0,306.0,91.0,1.96
垢,9,5.0,305.0,70.0,1.85
龈,14,6.0,220.0,32.0,1.51
腩,13,,219.0,,
蒡,13,,219.0,5.0,0.7
脷,11,,,,
者,8,2.0,262.0,42245.0,4.63
姪,9,,306.0,4.0,0.6
沛,7,3.0,305.0,149.0,2.17
裕,12,42.0,276.0,236.0,2.37
眠,10,3.0,219.0,1508.0,3.18
笋,10,2.0,259.0,44.0,1.64
菇,11,11.0,277.0,260.0,2.41
菰,11,11.0,277.0,6.0,0.78
冕,11,5.0,261.0,211.0,2.32
袱,11,,277.0,160.0,2.2
翼,17,37.0,306.0,774.0,2.89
晌,10,2.0,261.0,3.0,0.48
壳,7,2.0,220.0,1002.0,3.0
筝,12,,261.0,105.0,2.02
嚷,20,2.0,260.0,647.0,2.81
咛,8,,,3.0,0.48
谓,11,13.0,306.0,2864.0,3.46
埠,11,12.0,304.0,6.0,0.78
戚,11,10.0,278.0,524.0,2.72
甥,12,6.0,278.0,181.0,2.26
酪,13,7.0,305.0,1396.0,3.14
侩,8,7.0,303.0,17.0,1.23
疋,5,,304.0,,
芽,7,5.0,221.0,235.0,2.37
龄,13,19.0,220.0,1594.0,3.2
盹,9,2.0,261.0,147.0,2.17
烊,10,,262.0,143.0,2.16
嗝,13,9.0,220.0,174.0,2.24
甴,5,,,3.0,0.48
梢,11,6.0,278.0,98.0,1.99
珮,10,,,,
钗,8,,,,
簪,18,1.0,279.0,15.0,1.18
玺,10,6.0,262.0,100.0,2.0
鈪,12,,,,
葛,12,9.0,220.0,1027.0,3.01
砾,10,23.0,306.0,54.0,1.73
沫,8,13.0,306.0,304.0,2.48
晢,11,,,,
粥,12,5.0,278.0,171.0,2.23
皙,13,24.0,278.0,9.0,0.95
鹤,15,6.0,305.0,167.0,2.22
鹭,18,13.0,305.0,27.0,1.43
睹,13,4.0,262.0,521.0,2.72
窟,13,7.0,277.0,231.0,2.36
罅,17,,305.0,6.0,0.78
乓,6,1.0,277.0,197.0,2.29
俩,9,2.0,261.0,9242.0,3.97
泽,8,6.0,217.0,1733.0,3.24
窖,12,7.0,305.0,171.0,2.23
雹,13,,,36.0,1.56
桨,10,4.0,261.0,150.0,2.18
殆,9,,,61.0,1.79
乎,5,3.0,278.0,11683.0,4.07
袍,10,4.0,220.0,454.0,2.66
侪,8,3.0,218.0,1.0,0.0
媛,12,,,197.0,2.29
址,7,11.0,262.0,2291.0,3.36
痞,12,4.0,262.0,108.0,2.03
猾,12,5.0,219.0,391.0,2.59
嫔,13,,,1.0,0.0
宙,8,5.0,306.0,1200.0,3.08
泰,10,7.0,305.0,4164.0,3.62
碌,13,13.0,305.0,281.0,2.45
衫,8,12.0,277.0,1429.0,3.16
腺,13,12.0,306.0,609.0,2.78
渍,11,5.0,305.0,194.0,2.29
烬,10,10.0,305.0,137.0,2.14
筐,12,4.0,277.0,93.0,1.97
筒,12,9.0,220.0,772.0,2.89
篙,16,9.0,277.0,1.0,0.0
篱,16,12.0,220.0,138.0,2.14
糠,17,4.0,276.0,11.0,1.04
腩,13,,,,
翁,10,2.0,276.0,558.0,2.75
衲,9,,,,
虑,10,5.0,305.0,7270.0,3.86
朵,6,3.0,261.0,1831.0,3.26
屎,9,7.0,262.0,1824.0,3.26
瘤,15,10.0,220.0,1037.0,3.02
腱,12,19.0,305.0,54.0,1.73
己,3,6.0,262.0,58674.0,4.77
刎,6,,,5.0,0.7
咎,8,11.0,305.0,184.0,2.26
恃,9,,,27.0,1.43
诩,8,,,19.0,1.28
苔,8,4.0,219.0,270.0,2.43
钵,10,7.0,278.0,49.0,1.69
裳,14,,,50.0,1.7
侣,8,7.0,261.0,886.0,2.95
洼,9,4.0,278.0,40.0,1.6
峻,10,6.0,304.0,115.0,2.06
墅,14,,305.0,341.0,2.53
啬,11,,305.0,94.0,1.97
咐,8,,278.0,350.0,2.54
吮,7,2.0,260.0,101.0,2.0
惑,12,14.0,305.0,1765.0,3.25
坷,8,11.0,278.0,56.0,1.75
丽,7,23.0,306.0,11004.0,4.04
娠,10,,305.0,61.0,1.79
悌,10,,305.0,,
佑,7,11.0,306.0,1433.0,3.16
褥,15,4.0,305.0,34.0,1.53
讳,6,15.0,306.0,90.0,1.95
忑,7,,,24.0,1.38
擞,16,,261.0,6.0,0.78
脯,11,11.0,262.0,93.0,1.97
缚,13,17.0,220.0,307.0,2.49
鸥,9,7.0,278.0,107.0,2.03
塾,14,,277.0,,
豉,11,,305.0,5.0,0.7
膊,14,15.0,220.0,911.0,2.96
廊,11,6.0,219.0,1321.0,3.12
辆,11,5.0,305.0,6671.0,3.82
裔,13,37.0,306.0,448.0,2.65
肴,8,9.0,220.0,45.0,1.65
偎,11,4.0,278.0,45.0,1.65
颊,12,5.0,220.0,193.0,2.29
痧,12,8.0,278.0,3.0,0.48
猬,12,,305.0,16.0,1.2
姪,9,,220.0,4.0,0.6
喃,12,5.0,217.0,65.0,1.81
蕾,16,3.0,262.0,1814.0,3.26
吁,6,8.0,277.0,150.0,2.18
噜,15,2.0,279.0,167.0,2.22
啡,11,,277.0,5293.0,3.72
喱,12,,277.0,124.0,2.09
圾,6,,304.0,3267.0,3.51
蛾,13,9.0,219.0,72.0,1.86
莺,10,8.0,278.0,63.0,1.8
葩,12,,220.0,1.0,0.0
祀,7,,305.0,45.0,1.65
妾,8,6.0,305.0,49.0,1.69
雁,12,14.0,306.0,18.0,1.26
邸,7,4.0,262.0,110.0,2.04
恙,10,4.0,306.0,161.0,2.21
屉,8,11.0,306.0,395.0,2.6
搐,13,,278.0,118.0,2.07
拢,8,1.0,261.0,167.0,2.22
锚,13,5.0,219.0,187.0,2.27
杖,7,8.0,305.0,398.0,2.6
曳,6,37.0,306.0,34.0,1.53
徕,10,,277.0,5.0,0.7
晰,12,24.0,278.0,369.0,2.57
厥,12,13.0,218.0,76.0,1.88
杷,8,,,,
蝇,14,11.0,220.0,391.0,2.59
畔,10,6.0,305.0,81.0,1.91
豚,11,5.0,219.0,335.0,2.53
腻,13,5.0,305.0,295.0,2.47
涛,10,5.0,220.0,107.0,2.03
泞,8,,219.0,26.0,1.41
鳅,17,,219.0,9.0,0.95
拗,8,1.0,307.0,25.0,1.4
窦,13,6.0,305.0,67.0,1.83
瘩,14,,,155.0,2.19
暇,13,12.0,219.0,129.0,2.11
皂,7,6.0,305.0,438.0,2.64
蓉,13,12.0,217.0,75.0,1.88
蒂,12,10.0,306.0,7727.0,3.89
卉,5,,277.0,23.0,1.36
苞,8,5.0,277.0,16.0,1.2
圃,10,5.0,262.0,18.0,1.26
椒,12,14.0,277.0,586.0,2.77
蕊,15,1.0,260.0,45.0,1.65
瓣,19,7.0,305.0,165.0,2.22
姪,9,,260.0,4.0,0.6
钗,8,,277.0,,
箔,14,15.0,220.0,55.0,1.74
券,8,2.0,306.0,663.0,2.82
楣,13,13.0,219.0,23.0,1.36
槛,14,19.0,305.0,53.0,1.72
挠,9,2.0,219.0,307.0,2.49
亭,9,4.0,219.0,304.0,2.48
睐,12,7.0,304.0,52.0,1.72
镳,20,8.0,276.0,87.0,1.94
笺,11,16.0,277.0,33.0,1.52
昧,9,7.0,305.0,379.0,2.58
嗽,14,1.0,305.0,195.0,2.29
恸,9,2.0,306.0,13.0,1.11
嗦,13,,279.0,123.0,2.09
呀,7,1.0,12.0,11309.0,4.05
哟,9,8.0,278.0,1289.0,3.11
涎,9,9.0,220.0,67.0,1.83
邑,7,37.0,306.0,14.0,1.15
栈,9,9.0,305.0,54.0,1.73
檐,17,14.0,220.0,113.0,2.05
嗣,13,11.0,305.0,41.0,1.61
惚,11,,261.0,61.0,1.79
伕,6,8.0,278.0,6.0,0.78
衅,11,,277.0,181.0,2.26
涸,11,,277.0,36.0,1.56
杞,7,,261.0,30.0,1.48
桔,10,13.0,220.0,165.0,2.22
饵,9,5.0,261.0,389.0,2.59
涤,10,9.0,220.0,55.0,1.74
氓,8,,220.0,650.0,2.81
璃,14,,278.0,1364.0,3.13
瑚,13,,277.0,89.0,1.95
梭,11,6.0,276.0,472.0,2.67
兀,3,13.0,306.0,40.0,1.6
舨,10,,,,
楚,13,3.0,262.0,10683.0,4.03
吋,6,2.0,305.0,29.0,1.46
呎,7,5.0,262.0,12.0,1.08
哩,10,1.0,11.0,345.0,2.54
亩,7,6.0,260.0,144.0,2.16
镑,15,7.0,305.0,627.0,2.8
莉,10,,306.0,6520.0,3.81
械,11,14.0,306.0,928.0,2.97
阀,9,5.0,219.0,184.0,2.26
饷,9,,276.0,12.0,1.08
筝,12,,277.0,105.0,2.02
靡,19,4.0,262.0,97.0,1.99
翔,12,3.0,220.0,450.0,2.65
枧,8,,278.0,,
葺,12,,277.0,10.0,1.0
瞰,16,,262.0,57.0,1.76
禄,12,13.0,305.0,25.0,1.4
毅,15,,277.0,142.0,2.15
廷,6,4.0,219.0,668.0,2.82
览,9,5.0,261.0,665.0,2.82
屿,6,9.0,260.0,99.0,2.0
饷,9,,277.0,12.0,1.08
傅,12,16.0,306.0,424.0,2.63
怖,8,12.0,304.0,3202.0,3.51
揍,12,3.0,304.0,1280.0,3.11
髦,14,,220.0,296.0,2.47
塾,14,,278.0,,
茎,8,14.0,277.0,312.0,2.49
馁,10,1.0,261.0,56.0,1.75
瀚,19,,304.0,39.0,1.59
豹,10,7.0,305.0,501.0,2.7
棠,12,12.0,220.0,6.0,0.78
蜇,13,9.0,220.0,62.0,1.79
啸,11,8.0,305.0,76.0,1.88
滨,13,5.0,275.0,205.0,2.31
湾,12,4.0,278.0,776.0,2.89
隘,12,7.0,306.0,58.0,1.76
狈,7,,219.0,60.0,1.78
璃,14,,220.0,1364.0,3.13
惫,12,,220.0,225.0,2.35
摰,15,,277.0,,
谛,11,10.0,306.0,89.0,1.95
髓,21,1.0,263.0,313.0,2.5
痰,13,8.0,220.0,96.0,1.98
祇,8,11.0,262.0,4.0,0.6
笈,9,19.0,220.0,11.0,1.04
赁,10,3.0,305.0,71.0,1.85
窕,11,,,36.0,1.56
粹,14,9.0,304.0,854.0,2.93
鸢,8,4.0,278.0,14.0,1.15
耘,10,,276.0,20.0,1.3
膛,15,12.0,220.0,502.0,2.7
肪,8,,278.0,291.0,2.46
络,9,7.0,305.0,2286.0,3.36
椎,12,4.0,276.0,311.0,2.49
苓,8,,,,
盅,9,6.0,277.0,16.0,1.2
坪,8,11.0,217.0,368.0,2.57
莓,10,13.0,219.0,583.0,2.77
庐,7,,261.0,27.0,1.43
芜,7,9.0,220.0,58.0,1.76
诲,9,15.0,306.0,51.0,1.71
惘,11,,220.0,49.0,1.69
吧,7,1.0,12.0,197159.0,5.29
灸,7,6.0,261.0,83.0,1.92
烁,9,4.0,304.0,151.0,2.18
铄,10,4.0,304.0,2.0,0.3
馑,14,,278.0,,
褂,13,,262.0,36.0,1.56
鞍,15,6.0,277.0,96.0,1.98
蹄,16,11.0,220.0,203.0,2.31
骼,15,,261.0,118.0,2.07
祟,10,8.0,305.0,373.0,2.57
坤,8,4.0,277.0,223.0,2.35
涸,11,,220.0,36.0,1.56
尔,5,5.0,261.0,41284.0,4.62
辄,11,9.0,220.0,13.0,1.11
羹,19,4.0,276.0,111.0,2.05
茸,9,12.0,217.0,220.0,2.34
罄,17,3.0,306.0,13.0,1.11
贾,10,5.0,262.0,1117.0,3.05
榷,14,,277.0,9.0,0.95
迪,8,9.0,220.0,11033.0,4.04
殇,9,4.0,277.0,6.0,0.78
础,10,3.0,262.0,548.0,2.74
侈,8,5.0,262.0,179.0,2.25
娜,9,2.0,218.0,5756.0,3.76
孺,17,5.0,219.0,26.0,1.41
寞,13,13.0,306.0,470.0,2.67
岖,7,,220.0,42.0,1.62
挈,10,6.0,305.0,3.0,0.48
虹,9,8.0,219.0,329.0,2.52
炳,9,7.0,261.0,152.0,2.18
徊,9,,,159.0,2.2
怆,7,,278.0,6.0,0.78
愫,13,,220.0,6.0,0.78
帚,8,2.0,262.0,110.0,2.04
诿,10,,277.0,11.0,1.04
曦,20,,218.0,18.0,1.26
戮,15,13.0,305.0,334.0,2.52
汰,7,7.0,305.0,2611.0,3.42
邃,17,,278.0,34.0,1.53
沌,7,,305.0,79.0,1.9
淆,11,,305.0,120.0,2.08
澈,15,6.0,305.0,78.0,1.89
饪,7,,278.0,232.0,2.37
獗,15,,,21.0,1.32
狞,8,5.0,217.0,20.0,1.3
枚,8,13.0,219.0,765.0,2.88
睬,13,4.0,262.0,119.0,2.08
馔,15,,306.0,,
眶,11,5.0,305.0,61.0,1.79
睛,13,14.0,277.0,5729.0,3.76
睑,12,14.0,261.0,41.0,1.61
磺,16,11.0,219.0,144.0,2.16
祀,7,,306.0,45.0,1.65
犷,6,,276.0,24.0,1.38
赘,14,3.0,304.0,98.0,1.99
舶,11,15.0,220.0,9.0,0.95
坞,7,13.0,306.0,1849.0,3.27
蚓,10,,,34.0,1.53
蜢,14,,,22.0,1.34
瘠,15,,220.0,13.0,1.11
婪,11,,278.0,339.0,2.53
牒,13,,278.0,50.0,1.7
诣,8,37.0,306.0,22.0,1.34
霾,22,2.0,219.0,34.0,1.53
俑,9,12.0,260.0,58.0,1.76
阱,6,9.0,261.0,600.0,2.78
橇,16,9.0,304.0,220.0,2.34
鳃,17,3.0,276.0,10.0,1.0
鳍,18,23.0,220.0,64.0,1.81
鳔,19,,276.0,,
瞰,16,,260.0,57.0,1.76
穗,17,8.0,305.0,46.0,1.66
痹,13,25.0,306.0,168.0,2.23
儡,17,,,110.0,2.04
俬,9,12.0,277.0,1.0,0.0
叭,5,7.0,279.0,287.0,2.46
嘛,14,2.0,220.0,16515.0,4.22
咙,8,,219.0,615.0,2.79
鹊,13,5.0,305.0,32.0,1.51
暄,13,,219.0,30.0,1.48
怆,7,,277.0,6.0,0.78
忪,7,,278.0,4.0,0.6
倡,10,,220.0,109.0,2.04
揄,12,42.0,276.0,15.0,1.18
斓,16,,277.0,11.0,1.04
莹,10,11.0,220.0,15.0,1.18
袄,9,2.0,263.0,5.0,0.7
榈,13,,277.0,337.0,2.53
杈,7,5.0,277.0,11.0,1.04
滓,13,6.0,261.0,65.0,1.81
沌,7,,219.0,79.0,1.9
辜,12,,220.0,1839.0,3.26
匾,11,,219.0,1.0,0.0
豫,15,,220.0,637.0,2.8
珀,9,5.0,306.0,661.0,2.82
琶,12,,220.0,14.0,1.15
挛,10,5.0,220.0,164.0,2.21
绌,8,,261.0,12.0,1.08
砚,9,,262.0,5.0,0.7
薇,16,13.0,220.0,610.0,2.79
籽,9,6.0,261.0,50.0,1.7
萨,11,2.0,305.0,7690.0,3.89
蟆,16,,220.0,82.0,1.91
庚,8,4.0,276.0,9.0,0.95
餸,17,,261.0,,
柬,9,14.0,261.0,197.0,2.29
扈,11,8.0,306.0,13.0,1.11
锣,13,8.0,219.0,69.0,1.84
痿,13,10.0,262.0,46.0,1.66
霄,15,15.0,277.0,98.0,1.99
偈,11,,278.0,,
啡,11,,278.0,5293.0,3.72
咪,9,1.0,278.0,1967.0,3.29
徨,12,,219.0,37.0,1.57
讪,5,,278.0,199.0,2.3
颖,13,3.0,262.0,188.0,2.27
涧,10,,278.0,1.0,0.0
稽,15,22.0,278.0,556.0,2.75
囱,7,,278.0,111.0,2.05
疵,11,2.0,279.0,130.0,2.11
伽,7,13.0,278.0,382.0,2.58
锢,13,,305.0,59.0,1.77
箕,14,22.0,278.0,10.0,1.0
踝,15,4.0,218.0,331.0,2.52
萄,11,,220.0,1092.0,3.04
蚣,10,,,16.0,1.2
缀,11,3.0,304.0,83.0,1.92
潢,14,11.0,219.0,68.0,1.83
璜,15,11.0,219.0,28.0,1.45
赂,10,13.0,305.0,431.0,2.63
蚤,9,5.0,261.0,128.0,2.11
阂,9,,220.0,52.0,1.72
骋,10,,220.0,30.0,1.48
埃,10,6.0,278.0,4434.0,3.65
筵,12,14.0,220.0,19.0,1.28
魇,15,,305.0,71.0,1.85
娥,10,9.0,219.0,133.0,2.12
峙,9,22.0,306.0,80.0,1.9
跤,13,14.0,277.0,416.0,2.62
帜,8,22.0,306.0,224.0,2.35
梿,11,,220.0,,
姬,10,22.0,278.0,857.0,2.93
绎,8,37.0,306.0,320.0,2.51
漪,14,,,22.0,1.34
瑙,13,3.0,261.0,29.0,1.46
祉,8,11.0,262.0,25.0,1.4
倪,10,,277.0,41.0,1.61
湛,12,9.0,305.0,80.0,1.9
洲,9,5.0,278.0,3381.0,3.53
胱,10,,261.0,70.0,1.85
蹈,17,8.0,305.0,3141.0,3.5
蒻,13,5.0,303.0,2.0,0.3
馏,13,2.0,306.0,33.0,1.52
蛛,12,10.0,278.0,930.0,2.97
蜴,14,,278.0,182.0,2.26
蜓,12,,278.0,67.0,1.83
蜒,12,,,16.0,1.2
梧,11,9.0,220.0,31.0,1.49
凰,11,11.0,219.0,311.0,2.49
涕,10,11.0,306.0,234.0,2.37
嚏,17,11.0,306.0,133.0,2.12
媚,12,7.0,305.0,201.0,2.3
墟,14,,306.0,172.0,2.24
劾,8,,305.0,53.0,1.72
簧,17,11.0,219.0,171.0,2.23
恿,11,,261.0,60.0,1.78
藉,17,8.0,306.0,286.0,2.46
悯,10,5.0,260.0,340.0,2.53
悴,11,9.0,304.0,52.0,1.72
憬,15,,277.0,59.0,1.77
寇,11,6.0,305.0,298.0,2.47
汐,6,,219.0,48.0,1.68
湃,12,,220.0,52.0,1.72
稔,13,3.0,261.0,18.0,1.26
忱,7,,304.0,21.0,1.32
璨,17,2.0,307.0,31.0,1.49
踞,15,,219.0,7.0,0.85
秤,10,1.0,306.0,59.0,1.77
畴,12,,306.0,50.0,1.7
黜,17,,307.0,6.0,0.78
蚪,10,,,38.0,1.58
蝠,15,,277.0,449.0,2.65
蝶,15,9.0,218.0,496.0,2.7
谤,12,7.0,305.0,179.0,2.25
乸,8,,278.0,,
脷,11,,278.0,,
煌,13,11.0,219.0,183.0,2.26
廓,13,3.0,303.0,108.0,2.03
撼,16,11.0,305.0,452.0,2.66
晖,10,6.0,278.0,8.0,0.9
驭,5,42.0,276.0,127.0,2.1
髅,18,,277.0,196.0,2.29
髻,16,24.0,306.0,11.0,1.04
眸,11,4.0,219.0,69.0,1.84
皿,5,,306.0,51.0,1.71
苑,8,5.0,306.0,94.0,1.97
恃,9,,217.0,27.0,1.43
榄,13,5.0,261.0,1069.0,3.03
匾,11,,218.0,1.0,0.0
芯,7,9.0,276.0,505.0,2.7
蹭,19,1.0,304.0,289.0,2.46
漾,14,4.0,306.0,29.0,1.46
裆,11,3.0,277.0,131.0,2.12
躏,21,,,75.0,1.88
孀,20,3.0,276.0,87.0,1.94
腆,12,2.0,261.0,37.0,1.57
虱,8,10.0,278.0,181.0,2.26
饨,7,,,23.0,1.36
鸯,10,,,49.0,1.69
尬,7,,276.0,1256.0,3.1
蹋,17,9.0,305.0,105.0,2.02
纫,6,,219.0,73.0,1.86
螂,14,,220.0,281.0,2.45
蟀,17,,,62.0,1.79
螂,14,,277.0,281.0,2.45
渎,11,5.0,220.0,295.0,2.47
觎,13,,306.0,59.0,1.77
逅,9,,,70.0,1.85
佬,8,4.0,262.0,1465.0,3.17
躬,10,12.0,277.0,233.0,2.37
攘,20,2.0,220.0,37.0,1.57
胧,9,,219.0,51.0,1.71
榔,12,6.0,219.0,39.0,1.59
檬,17,,217.0,533.0,2.73
饷,9,,219.0,12.0,1.08
跚,12,,,25.0,1.4
圜,16,,261.0,,
挞,9,9.0,305.0,14.0,1.15
弛,6,7.0,262.0,64.0,1.81
懈,16,14.0,306.0,209.0,2.32
蜍,13,,218.0,51.0,1.71
陲,10,6.0,218.0,7.0,0.85
遢,13,,220.0,94.0,1.97
锵,14,,275.0,11.0,1.04
簸,19,,277.0,85.0,1.93
鹑,13,,,71.0,1.85
麟,23,,,27.0,1.43
苇,7,10.0,262.0,55.0,1.74
惕,11,11.0,306.0,339.0,2.53
溉,12,,305.0,31.0,1.49
躇,18,,,28.0,1.45
锤,13,6.0,218.0,509.0,2.71
镬,18,14.0,305.0,4.0,0.6
雳,12,,278.0,184.0,2.26
嗦,13,,219.0,123.0,2.09
腑,12,11.0,262.0,52.0,1.72
燶,17,,303.0,,
讶,6,5.0,307.0,1671.0,3.22
咐,8,,262.0,350.0,2.54
痪,12,,278.0,246.0,2.39
痫,12,,277.0,239.0,2.38
蛹,13,12.0,260.0,12.0,1.08
茧,9,14.0,261.0,114.0,2.06
柩,9,11.0,305.0,15.0,1.18
鹉,13,,,131.0,2.12
